0.442914, -0.154669, 0.14498, -75.1863
0.473046, 0.0865444, 0.150494, 4.93404
0.250581, 0.158678, 0.157118, 0.243088
0.235143, -0.0738612, 0.139823, -20.3392
0.445019, 0.0854436, 0.152506, -88.3466
0.43789, -0.155563, 0.144202, -76.4499
0.227204, 0.154123, 0.158364, 44.9173
0.228359, -0.0761151, 0.140139, -9.18817
0.44621, 0.0854058, 0.152506, -87.8767
0.439689, -0.15579, 0.143407, -80.2772
0.227483, 0.155888, 0.159659, 48.3648
0.222975, -0.0725002, 0.139797, -20.2725
0.442501, -0.154116, 0.143425, -82.8138
0.470802, 0.0840896, 0.149691, 11.5435
0.231279, 0.154848, 0.15748, 45.3159
0.229757, -0.0712997, 0.138436, -23.042
0.446073, 0.0854072, 0.152119, -88.1326
0.436103, -0.155308, 0.143425, -70.5985
0.226468, 0.15629, 0.158995, 56.1901
0.224257, -0.0800556, 0.138771, 0.542669
0.44419, 0.085279, 0.152114, -89.9851
0.436219, -0.156473, 0.143019, -80.0834
0.225177, 0.155966, 0.159002, 48.0527
0.222791, -0.073899, 0.137772, -16.1734
0.437017, -0.155993, 0.143402, -77.9802
0.444314, 0.0854273, 0.151738, -87.9625
0.224601, 0.155849, 0.158371, 49.4096
0.228283, -0.077222, 0.140487, -9.96092
0.44087, -0.154859, 0.142996, -71.8451
0.47219, 0.086146, 0.149691, 7.86098
0.248039, 0.159129, 0.157118, -0.542465
0.232651, -0.0736336, 0.136303, -21.713
0.446009, 0.085518, 0.152119, -88.2289
0.440027, -0.150433, 0.143036, 80.0603
0.227744, 0.154759, 0.159653, 45.4813
0.228511, -0.0753917, 0.13743, -13.1698
0.442995, -0.153115, 0.143814, -83.4015
0.471648, 0.0859563, 0.149287, 9.29103
0.247848, 0.160112, 0.156442, -0.636742
0.231283, -0.07531, 0.137683, -19.5455
0.442055, -0.154111, 0.143407, -77.9541
0.472679, 0.0864628, 0.149686, 4.90279
0.248455, 0.160569, 0.157453, -2.31465
0.233245, -0.0756684, 0.137088, -13.6314
0.445587, 0.0855799, 0.151733, -88.047
0.436015, -0.155215, 0.143814, -72.8969
0.22632, 0.15549, 0.159015, 48.5834
0.222737, -0.0766796, 0.13912, -8.35867
0.4424, -0.153451, 0.143019, -81.2528
0.471907, 0.0862049, 0.149686, 6.6148
0.248415, 0.161453, 0.156448, -1.99689
0.232471, -0.0762395, 0.139133, -10.6317
0.439459, -0.154067, 0.143796, -83.7963
0.442046, 0.0855594, 0.152119, 84.2988
0.227673, 0.155518, 0.158693, 50.9252
0.223543, -0.0745549, 0.139455, -42.2042
0.444281, 0.0856112, 0.152114, -88.1116
0.436779, -0.156192, 0.14263, -78.3011
0.226151, 0.154749, 0.158042, 47.0145
0.226871, -0.0748078, 0.141849, -15.0814
0.440593, -0.154658, 0.143814, -71.7058
0.471927, 0.0844125, 0.149686, 9.61845
0.247698, 0.160321, 0.156783, -1.39088
0.233261, -0.0771124, 0.136572, -14.6027
0.444272, 0.0854, 0.152125, -88.1281
0.438839, -0.155575, 0.143425, -83.7994
0.225222, 0.155727, 0.158042, 44.4239
0.222167, -0.072625, 0.137061, -19.4005
0.444675, 0.0852846, 0.152506, -87.9413
0.436111, -0.156459, 0.143425, -78.8709
0.222205, 0.15628, 0.158316, 58.5204
0.218694, -0.0732337, 0.138429, -18.1289
0.441966, 0.084903, 0.152512, 85.6102
0.438276, -0.154865, 0.143396, -84.6951
0.222399, 0.157098, 0.158049, 60.5709
0.224235, -0.0760276, 0.137759, 78.2121
0.445267, 0.085533, 0.151738, -85.4805
0.435187, -0.155391, 0.143384, -67.7784
0.226135, 0.154612, 0.157679, 48.1034
0.224757, -0.0759464, 0.139817, -12.1964
0.443954, 0.0852425, 0.151733, -87.8951
0.435602, -0.156437, 0.143425, -77.341
0.224379, 0.157121, 0.159767, 57.9376
0.22526, -0.073418, 0.137657, -17.2869
0.442612, 0.0849767, 0.151346, 85.4504
0.436423, -0.155961, 0.143796, -82.633
0.225562, 0.155689, 0.158634, 51.8323
0.219178, -0.0723353, 0.140165, -22.7688
0.442511, 0.0853732, 0.152898, -87.9744
0.436829, -0.15642, 0.144202, -82.4655
0.223829, 0.155856, 0.157151, 51.9257
0.223631, -0.0782395, 0.13901, -2.73026
0.444746, 0.0852727, 0.152512, -87.7471
0.437006, -0.156507, 0.143785, -78.3129
